Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
70204,2007,08/21/2008,Oxford,80 ONEILL RD,197160.0,348000.0,0.566551724,Single Family,Single Family,,,,
70465,2007,03/25/2008,Norwalk,16-18 ANN ST #22,211610.0,393750.0,0.537422222,Condo,Condo,,,,
70119,2007,09/19/2008,Hebron,30 CROUCH RD,129230.0,239900.0,0.538682784,Single Family,Single Family,,,,
70202,2007,04/07/2008,Wethersfield,30 FAIRLANE DR,134500.0,265000.0,0.50754717,Single Family,Single Family,,,,
70253,2007,09/03/2008,Windsor Locks,10 POPLAR ST,115600.0,144000.0,0.802777778,Single Family,Single Family,14 - Foreclosure,,,
70272,2007,04/03/2008,Torrington,694 HIGHLAND AVE,113600.0,190000.0,0.597894737,Single Family,Single Family,,,,POINT (-73.14979 41.80242)
70093,2007,04/07/2008,New Fairfield,17 CHARCOAL RIDGE RD EAST,192600.0,302500.0,0.636694215,Single Family,Single Family,,,,
70077,2007,12/28/2007,Rocky Hill,14 HILLSIDE AVE,107700.0,238000.0,0.452521008,Single Family,Single Family,,,,
70024,2007,10/18/2007,East Hampton,15 WANGONK TRAIL,260450.0,290000.0,0.898103448,Single Family,Single Family,,1-VACANT 1-RESIDENTIAL,,
70008,2007,10/19/2007,Trumbull,15 SETTLERS RIDGE DR,807100.0,1100000.0,0.733727273,Single Family,Single Family,07 - Change in Property,,,
70055,2007,10/31/2007,Vernon,4 TERRACE DRIVE,136140.0,148000.0,0.919864865,Single Family,Single Family,14 - Foreclosure,,,
71060,2007,09/22/2008,Norwalk,3 VALLEY VIEW RD #30,209440.0,412500.0,0.507733333,Condo,Condo,,,,
70278,2007,04/04/2008,Newington,31 KOWAL CT,157700.0,225000.0,0.700888889,Single Family,Single Family,,,,
70400,2007,04/17/2008,Manchester,92 SPRUCE ST,191100.0,255000.0,0.749411765,Four Family,Four Family,,,,
70299,2007,03/28/2008,West Haven,48 ANDREA DR,186270.0,305000.0,0.610721311,Single Family,Single Family,,,,
70113,2007,03/31/2008,Seymour,20 FRENCH ST,146650.0,183000.0,0.80136612,Single Family,Single Family,25 - Other,RELOCATION,,
70048,2007,04/15/2008,New Hartford,570 MAIN ST,257110.0,500000.0,0.51422,,,,,,
70133,2007,01/15/2008,New Milford,77 BEL AIR DR,49280.0,80000.0,0.616,Condo,Condo,,,,
70185,2007,01/07/2008,Wallingford,9 CHERYL AVE,195440.0,280000.0,0.698,Single Family,Single Family,,,,
70306,2007,03/05/2008,Hamden,22 CANTERBURY RD.,265860.0,340000.0,0.781941176,Condo,Condo,,,,
70154,2007,04/16/2008,Plainville,5 SHEPPARD LANE,164710.0,200000.0,0.82355,Single Family,Single Family,01 - Family,,,
70084,2007,06/02/2008,Thompson,715 THOMPSON RD,184900.0,130000.0,1.422307692,Two Family,Two Family,14 - Foreclosure,,,
70446,2007,05/05/2008,Manchester,15 BANK ST,167400.0,249000.0,0.672289157,Two Family,Two Family,,,,
70114,2007,03/12/2008,Windham,133 TUCKIE RD,31390.0,70000.0,0.448428571,,,,,,
70264,2007,02/11/2008,Hamden,80 BEECHWOOD AVE.,146790.0,112500.0,1.3048,Single Family,Single Family,25 - Other,INCLUDES 80&86 BEECHWOOD &75 ARENTS RD.,,
70149,2007,12/10/2007,Southington,62 PETERS CIR,114310.0,213000.0,0.536666667,Single Family,Single Family,,,,
70487,2007,05/14/2008,Milford,36 COOLRIDGE RD,322780.0,430000.0,0.750651163,Single Family,Single Family,,,,
70473,2007,05/16/2008,Hamden,211 WASHINGTON AVE,134820.0,255000.0,0.528705882,Single Family,Single Family,,,,
70063,2007,07/31/2008,Marlborough,64 SOUTH BUCKBOARD LN,180880.0,258000.0,0.701085271,Single Family,Single Family,,,,
70426,2007,06/24/2008,Shelton,2 CROSS ST,244160.0,357500.0,0.682965035,Single Family,Single Family,07 - Change in Property,,,
70290,2007,09/30/2008,Windham,500 HIGH ST,89600.0,114900.0,0.779808529,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.21666 41.72707)
70027,2007,01/15/2008,Washington,80 EAST SHORE RD,292650.0,435000.0,0.672758621,Single Family,Single Family,,,,
70033,2007,10/15/2007,West Hartford,325 BEECHWOOD RD,176900.0,248000.0,0.713306452,Single Family,Single Family,,,,
70331,2007,03/04/2008,Stratford,510 EAST MAIN ST #224,135730.0,239000.0,0.56790795,Condo,Condo,,,,POINT (-73.1182 41.20714)
70400,2007,06/30/2008,Newington,101 EDMUND ST,129110.0,179000.0,0.721284916,Single Family,Single Family,,,,
70018,2007,10/19/2007,Rocky Hill,152 BAILEY ROAD,107100.0,244500.0,0.43803681,Single Family,Single Family,,,,
70311,2007,05/08/2008,Enfield,335 ELM ST,158200.0,195000.0,0.811282051,Single Family,Single Family,,,,
70102,2007,11/21/2007,West Haven,38 ELM ST,161140.0,550000.0,0.292981818,,,,,,
70409,2007,06/30/2008,Enfield,11 ROCKET RUN,147000.0,225000.0,0.653333333,Single Family,Single Family,,,,
70365,2007,04/02/2008,Hamden,289 BELDEN RD,128380.0,161950.0,0.792713801,Single Family,Single Family,14 - Foreclosure,,,
70108,2007,07/24/2008,Thompson,1 WALTER RD,179200.0,275000.0,0.651636364,Four Family,Four Family,,,,POINT (-71.94486 42.02156)
70192,2007,02/08/2008,Newington,271 LLOYD ST,131240.0,190000.0,0.690736842,Single Family,Single Family,,,,
70082,2007,12/14/2007,East Lyme,9 ALEXANDER DR,570010.0,682500.0,0.835179487,Single Family,Single Family,25 - Other,RELOCATION,,
70103,2007,12/18/2007,Wethersfield,48 PARK AVE,116600.0,222000.0,0.525225225,Single Family,Single Family,,,,
70238,2007,07/11/2008,Plainville,5 GILBERTE ST,151060.0,130000.0,1.162,Single Family,Single Family,14 - Foreclosure,,,
70753,2007,06/23/2008,Norwalk,56 LINDEN ST,248290.0,422500.0,0.587668639,Single Family,Single Family,,,,POINT (-73.4195 41.14211)
70420,2007,09/08/2008,Wethersfield,24 COLLIER RD,174500.0,280000.0,0.623214286,Single Family,Single Family,,,,POINT (-72.68849 41.68808)
70107,2007,07/31/2008,Somers,50 MULBERRY LN,341450.0,463500.0,0.736677454,Single Family,Single Family,,,,
70220,2007,05/05/2008,Westport,7 NORPORT DR,394800.0,663860.0,0.594703703,Single Family,Single Family,25 - Other,OLD HOUSE DEMOLISHED 5/08. NEW CONSTRUCTION,,
70267,2007,03/07/2008,West Haven,360 WEST SPRING ST. #C8,85470.0,157000.0,0.544394904,Condo,Condo,,,,
70363,2007,05/30/2008,Groton,129 BEL AIRE DR,155680.0,220000.0,0.707636364,Single Family,Single Family,,,,
70469,2007,05/02/2008,Stratford,2090 CROWN ST,166810.0,248000.0,0.672620968,Single Family,Single Family,,,,
70100,2007,05/13/2008,Canton,40 WICKHAMS FANCY,126130.0,268000.0,0.470634328,Condo,Condo,,,,
70302,2007,06/02/2008,Windsor,475 BROAD ST,114030.0,205000.0,0.556243902,Single Family,Single Family,,,,
70104,2007,11/15/2007,Hartford,56 PALM ST,32489.0,149000.0,0.21804698,Single Family,Single Family,,,,
70147,2007,12/14/2007,Hamden,211 CENTERBROOK RD,1294720.0,135000.0,9.590518519,,,08 - Part Interest,CO-OP,,
70493,2007,06/09/2008,Southington,70 BRIDLE PATH DR,292180.0,467800.0,0.624583155,Single Family,Single Family,,,,
70123,2007,04/16/2008,Wolcott,4 MEADOWBROOK LN,202550.0,231000.0,0.876839827,Single Family,Single Family,,,,POINT (-73.01369 41.60891)
70677,2007,06/20/2008,West Hartford,15 HIGHLAND ST #208,102000.0,156000.0,0.653846154,Condo,Condo,,,,
70319,2007,06/17/2008,Vernon,71 BOULDER CREST LN,211660.0,303000.0,0.698547855,Single Family,Single Family,,,,
70196,2007,01/23/2008,Wallingford,11 PARTRIDGE RUN,188090.0,287000.0,0.655365854,Single Family,Single Family,,,,POINT (-72.80557 41.50017)
70038,2007,11/01/2007,New Milford,4 NORTHERN VIEW DR,292670.0,387700.0,0.7548878,Single Family,Single Family,,,,
70017,2007,12/04/2007,Weston,97 KETTLE CREEK RD,404880.0,780000.0,0.519076923,Single Family,Single Family,,,,POINT (-73.36738 41.2026)
70074,2007,12/04/2007,East Lyme,9 ALEXANDER DR,570010.0,718500.0,0.793333333,Single Family,Single Family,,,,
70045,2007,11/15/2007,Windsor Locks,32 ROSS WAY,14000.0,280000.0,0.05,Condo,Condo,07 - Change in Property,,,
79053,2007,01/03/2008,Suffield,60 RUSSELL AVE,129710.0,273000.0,0.475128205,Single Family,Single Family,,,,POINT (-72.64897 41.99391)
70180,2007,03/07/2008,Trumbull,84 INWOOD RD,283800.0,408000.0,0.695588235,Single Family,Single Family,,,,
70253,2007,08/07/2008,Darien,18 SALT BOX LN,692090.0,1600000.0,0.43255625,Single Family,Single Family,,,,
70694,2007,05/30/2008,Norwalk,75 FAWN RIDGE LN,220290.0,457500.0,0.481508197,Condo,Condo,,,,
70016,2007,11/21/2007,Easton,30 HUNTING RIDGE RD,934380.0,1250000.0,0.747504,Single Family,Single Family,,,,
70225,2007,12/31/2007,Manchester,30 HIGH LEDGE CIRCLE,264800.0,420000.0,0.63047619,Single Family,Single Family,,,,POINT (-72.47547 41.75044)
70216,2007,02/08/2008,West Haven,112 RICHMOND AVE,146440.0,190000.0,0.770736842,Single Family,Single Family,,ESTATE,,
70035,2007,11/30/2007,Canton,47 EAST HILL RD,128880.0,245000.0,0.526040816,Single Family,Single Family,,,,
70697,2007,06/09/2008,New Haven,44 MEADOW VIEW ST,225330.0,410000.0,0.549585366,Single Family,Single Family,,,,
70034,2007,11/01/2007,East Lyme,17 SPRING ROCK RD,287840.0,393000.0,0.732417303,Single Family,Single Family,,,,
70065,2007,11/01/2007,Wethersfield,1320 BERLIN TPKE #221,47700.0,105000.0,0.454285714,Condo,Condo,,,,
70201,2007,09/15/2008,Stafford,7 BOYER RD,88550.0,159900.0,0.553783615,Single Family,Single Family,07 - Change in Property,,,
70123,2007,09/05/2008,Woodbury,30 CAM AVE,143410.0,50000.0,2.8682,Single Family,Single Family,08 - Part Interest,,,
70172,2007,08/07/2008,Mansfield,1568 STORRS RD,117600.0,77500.0,1.517419355,Single Family,Single Family,07 - Change in Property,PURCHASED FOR LAND - MOBILE HOME HAS BEEN REMOVED,,
70124,2007,08/14/2008,Woodstock,26 OLD SAWMILL RD,155100.0,219900.0,0.7053206,Single Family,Single Family,,,,POINT (-72.07149 41.95829)
70429,2007,06/30/2008,Torrington,1229 WINSTED RD #114,81500.0,145000.0,0.562068966,Condo,Condo,,,,POINT (-73.10017 41.8392)
70003,2007,10/31/2007,Wethersfield,86 SHARON LA,76600.0,163000.0,0.46993865,Condo,Condo,,,,
70319,2007,01/18/2008,New Haven,142 CEDAR HILL AVE,252350.0,417150.0,0.604938272,,,,,,
70224,2007,01/09/2008,East Hartford,80 RIVERMEAD BLVD.,33750.0,45000.0,0.75,Single Family,Single Family,,,,
70074,2007,08/07/2008,Salisbury,BELGO RD,163070.0,240000.0,0.679458333,,,,,,
70070,2007,11/16/2007,Westport,32 CRANBURY ROAD,660100.0,1099000.0,0.600636943,Single Family,Single Family,,,,
70062,2007,08/15/2008,Canterbury,WAUREGAN RD,431400.0,550000.0,0.784363636,,,,INDUSTRIAL LAND,,
70820,2007,07/03/2008,New Haven,78 HUNTINGTON AVE,106190.0,55750.0,1.904753363,Single Family,Single Family,08 - Part Interest,,,
70169,2007,12/28/2007,West Haven,13 SECOND AVE TER.,111650.0,230000.0,0.485434783,Single Family,Single Family,,,,
70436,2007,04/23/2008,Milford,5 SHWEKY BEACH WAY,271450.0,409000.0,0.663691932,Condo,Condo,07 - Change in Property,,,
70206,2007,08/04/2008,Ellington,53 MIDDLE RD,234790.0,526000.0,0.446368821,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION - C.O. ISSUED 7/31/08,,
70078,2007,01/18/2008,Windham,240 WALNUT ST,118470.0,225000.0,0.526533333,Single Family,Single Family,,,,
70026,2007,10/17/2007,Seymour,183 WALNUT ST,162610.0,15000.0,10.84066667,Single Family,Single Family,06 - Portion of Property,,,POINT (-73.06381 41.39043)
70147,2007,12/06/2007,Fairfield,75 STONERIDGE WAY #2A,480270.0,605000.0,0.793834711,Condo,Condo,25 - Other,WEB SITE SHOWS GRANTEE OWNING DIFFERENT UNIT - CORRECT PARCEL????,,
70114,2007,11/28/2007,West Haven,53 WHITE ST,143990.0,199000.0,0.723567839,Single Family,Single Family,25 - Other,SOLD TO NEXT DOOR NEIGHBOR,,
70057,2007,10/22/2007,Southington,740 JOHNSON AVE,227500.0,320000.0,0.7109375,Single Family,Single Family,,,,
70146,2007,04/30/2008,Rocky Hill,79 LITTLE OAK LN,87030.0,161000.0,0.540559006,Single Family,Single Family,,,,
70047,2007,10/26/2007,Enfield,15 HERITAGE FARMS,139720.0,184000.0,0.759347826,Condo,Condo,,,,POINT (-72.55246 42.02192)
70530,2007,08/05/2008,West Haven,149 PAINTER AVE,143920.0,234800.0,0.612947189,Single Family,Single Family,,,,
70266,2007,06/13/2008,Westport,286 MAIN ST,520000.0,835000.0,0.622754491,Single Family,Single Family,,,,POINT (-73.36128 41.14866)
70096,2007,03/31/2008,Coventry,139 BARNSBEE LANE,146990.0,270000.0,0.544407407,Single Family,Single Family,25 - Other,RELOCATION,,
70674,2007,08/08/2008,Manchester,543 WOODBRIDGE ST,127100.0,148000.0,0.858783784,Single Family,Single Family,,,,
70093,2007,02/26/2008,Wolcott,1 OVERVALE RD,169690.0,252000.0,0.673373016,Single Family,Single Family,,,,
70085,2007,02/04/2008,Watertown,1490 MIDDLEBURY RD,155400.0,224000.0,0.69375,Single Family,Single Family,,,,POINT (-73.11754 41.56479)
70492,2007,08/01/2008,Wallingford,51 BULL AVE,129570.0,215000.0,0.602651163,Single Family,Single Family,,,,
70080,2007,01/31/2008,Colchester,545 PARUM RD,153900.0,230937.0,0.666415516,Single Family,Single Family,14 - Foreclosure,FORECLOSED,,POINT (-72.27676 41.54784)
70004,2007,10/03/2007,East Granby,34 SANFORD RIDGE,172400.0,356121.0,0.484105122,Condo,Condo,,,,
70014,2007,03/11/2008,Cornwall,33 LOWER RIVER RD.,221340.0,197500.0,1.120708861,Single Family,Single Family,08 - Part Interest,HALF OF PROPERTY,,
70579,2007,09/02/2008,West Haven,225 BEACH ST #1F,124250.0,128900.0,0.963925524,Condo,Condo,14 - Foreclosure,,,
70637,2007,06/09/2008,West Hartford,30 GIFFORD RD,161600.0,260000.0,0.621538462,Single Family,Single Family,,,,
71050,2007,09/22/2008,West Hartford,122 BRUNSWICK AVE,182500.0,295000.0,0.618644068,Single Family,Single Family,,,,
70009,2007,10/01/2007,Manchester,31 FINLEY ST,134200.0,195000.0,0.688205128,Single Family,Single Family,,,,
70292,2007,07/02/2008,East Haven,72 ALLIKAT WAY,305840.0,305000.0,1.002754098,Single Family,Single Family,14 - Foreclosure,,,
70005,2007,10/01/2007,Vernon,3 WHITMAN LANE,134020.0,259900.0,0.515659869,Condo,Condo,07 - Change in Property,,,
70297,2007,02/08/2008,Milford,43 BEACHLAND AVE,190180.0,160000.0,1.188625,Single Family,Single Family,25 - Other,ASSESS > SALE,,
70555,2007,09/22/2008,Torrington,141 SPYGLASS CT #141,69300.0,117000.0,0.592307692,Condo,Condo,,,,
70149,2007,12/17/2007,West Haven,37 SWAMPSCOTT ST,82670.0,124500.0,0.664016064,Single Family,Single Family,,,,
70257,2007,08/01/2008,New Canaan,68 SHERWOOD LN,988500.0,1705000.0,0.579765396,Single Family,Single Family,,,,
70189,2007,03/28/2008,Westport,62 LYONS PLAIN RD,969700.0,678500.0,1.429182019,Single Family,Single Family,08 - Part Interest,,,
70545,2007,08/13/2008,West Haven,144 CENTRAL AVE,147980.0,166685.0,0.887782344,Single Family,Single Family,14 - Foreclosure,,,
70020,2007,11/01/2007,Westbrook,DUCK ISLAND YACHT #13,24500.0,36000.0,0.680555556,,,,DOCKOMINIUM,,POINT (-72.43807 41.30317)
70026,2007,12/19/2007,New Hartford,48 MAPLE HOLLOW RD,107170.0,228000.0,0.47004386,Single Family,Single Family,,,,
70008,2007,10/26/2007,Putnam,80 SABIN ST,112800.0,220000.0,0.512727273,Single Family,Single Family,,,,
70664,2007,07/08/2008,Meriden,78 SYLVAN AVE,122000.0,189000.0,0.645502646,Single Family,Single Family,,,,
70019,2007,10/16/2007,Plainville,5 PHELAN ST,161420.0,50000.0,3.2284,Single Family,Single Family,08 - Part Interest,,,POINT (-72.89125 41.69584)
70739,2007,08/22/2008,Milford,107 MARINERS WALK,152030.0,195000.0,0.779641026,Condo,Condo,,,,
70238,2007,09/02/2008,Ellington,18 BROOKFIELD DR,345930.0,450000.0,0.768733333,Single Family,Single Family,07 - Change in Property,RENOVATION COMPLETED 7/2008,,
70263,2007,01/25/2008,Manchester,11 MARJORIE LN #A,112100.0,174900.0,0.640937679,Condo,Condo,,,,POINT (-72.51947 41.80646)
70852,2007,09/16/2008,Hartford,23 PAWTUCKET ST,40822.0,125000.0,0.326576,Single Family,Single Family,,,,
70056,2007,10/15/2007,Norwalk,295 SILVERMINE AVE,450100.0,799000.0,0.563329161,Single Family,Single Family,,,,POINT (-73.4463 41.14958)
70350,2007,09/02/2008,East Lyme,15 LUCE AVE,187950.0,259900.0,0.723162755,Single Family,Single Family,,,,
70048,2007,11/28/2007,Wethersfield,36 SHARON LA,79000.0,167000.0,0.473053892,Condo,Condo,,,,
70411,2007,04/08/2008,Milford,27 KENDALL GREEN DR,202890.0,250000.0,0.81156,Condo,Condo,,,,
70173,2007,05/14/2008,New London,198 ELM STREET,94640.0,140000.0,0.676,Single Family,Single Family,,,,POINT (-72.11148 41.35678)
70021,2007,11/07/2007,Darien,8 KERRY LN,1508150.0,3300000.0,0.457015152,Single Family,Single Family,,,,POINT (-73.5057 41.08841)
70270,2007,04/17/2008,Enfield,260 ELM ST.,77630.0,116600.0,0.665780446,Single Family,Single Family,,,,
70245,2007,08/01/2008,Darien,21 NICKERSON LN,927290.0,1725000.0,0.53755942,Single Family,Single Family,,,,
70520,2007,08/12/2008,Newington,47 DEEPWOOD DR,153170.0,110000.0,1.392454545,Single Family,Single Family,01 - Family,,,
70264,2007,02/27/2008,Norwich,22 CASE ST,183000.0,340000.0,0.538235294,,,,,,
70013,2007,10/09/2007,Clinton,20 CENTRAL AVE,263500.0,400000.0,0.65875,Single Family,Single Family,,,,POINT (-72.52644 41.26552)
70202,2007,11/27/2007,Norwalk,75 FAIRFIELD AVE #2,45081.0,172000.0,0.262098837,Condo,Condo,,,,
70145,2007,07/16/2008,New Fairfield,42 CANDLE HILL RD,133000.0,220000.0,0.604545455,Single Family,Single Family,,,,POINT (-73.47318 41.52247)
70090,2007,12/18/2007,East Lyme,10 SOUTH BEECHWOOD RD,171150.0,285000.0,0.600526316,Single Family,Single Family,,,,
70090,2007,11/02/2007,Shelton,140 WOODLAND PARK,62370.0,101000.0,0.617524752,Single Family,Single Family,,,,
70060,2007,12/11/2007,Ledyard,1 BARON COURT,164640.0,260000.0,0.633230769,Single Family,Single Family,,,,
70197,2007,04/08/2008,Wethersfield,65 FARMINGDALE RD,179200.0,290000.0,0.617931034,Single Family,Single Family,08 - Part Interest,,,
70461,2007,05/01/2008,Stratford,2909 MAIN ST,1637930.0,4550000.0,0.359984615,,,,,,POINT (-73.13213 41.20041)
70027,2007,03/10/2008,Lisbon,34 LOWER BLISSVILLE RD,154860.0,250000.0,0.61944,Single Family,Single Family,,,,
70705,2007,08/12/2008,Hamden,185 SANFORD ST,191800.0,223000.0,0.860089686,Single Family,Single Family,,,,
70170,2007,07/02/2008,Wolcott,692 SPINDLE HILL RD,127320.0,200000.0,0.6366,Single Family,Single Family,,,,
70019,2007,10/05/2007,Shelton,145 CANAL ST #217,0.0,254900.0,0.0,Condo,Condo,07 - Change in Property,,,
70144,2007,06/18/2008,Stafford,51 OLD SPRINGFIELD RD,2778510.0,21600.0,128.6347222,,,08 - Part Interest,CO-OP CAMPGROUND,,POINT (-72.36336 41.97461)
70191,2007,08/21/2008,Coventry,35 NATHAN HALE RD,134100.0,137900.0,0.9724438,Single Family,Single Family,14 - Foreclosure,,,
70055,2007,12/10/2007,Stafford,64 STAFFORD ST,297570.0,385000.0,0.772909091,Single Family,Single Family,,,,
70338,2007,05/12/2008,Newington,8 KOWAL CT,141360.0,195000.0,0.724923077,Condo,Condo,,,,
70165,2007,02/20/2008,New Milford,58 PARK LN EAST,181020.0,235000.0,0.770297872,Single Family,Single Family,,,,
70110,2007,08/27/2008,East Granby,64 SCHOOLHOUSE LANDING,40800.0,272241.0,0.149867213,Condo,Condo,07 - Change in Property,,,
70236,2007,09/02/2008,Ledyard,33 WASHINGTON DR,167370.0,255000.0,0.656352941,Single Family,Single Family,,,,
70087,2007,01/09/2008,Montville,110 METTING HOUSE LN,23380.0,35000.0,0.668,Single Family,Single Family,,MOBILE HOME,,
70168,2007,11/07/2007,Norwalk,17 SHEILA CT,251160.0,450000.0,0.558133333,Single Family,Single Family,,,,
70396,2007,06/30/2008,Newington,111 DOWD ST,128030.0,187500.0,0.682826667,Single Family,Single Family,,,,
70100,2007,11/20/2007,Wallingford,66 GRANDVIEW AVE,209230.0,308000.0,0.679318182,Two Family,Two Family,07 - Change in Property,LOT SIZE REDUCED,,
70398,2007,06/04/2008,Shelton,74 TODD RD,506940.0,1500000.0,0.33796,,,07 - Change in Property,,,
70033,2007,11/29/2007,Westbrook,179 BREAKNECK HILL RD,306570.0,425000.0,0.721341176,Single Family,Single Family,,,,POINT (-72.49358 41.30874)
70226,2007,09/12/2008,Monroe,11 ROCKVIEW CIR,205800.0,280000.0,0.735,Condo,Condo,,,,
70676,2007,06/20/2008,West Hartford,38 EAST NORMANDY DR,200800.0,275000.0,0.730181818,Single Family,Single Family,,,,
70066,2007,03/03/2008,Westbrook,63 CHAPMAN MILL POND RD,255290.0,358125.0,0.712851658,Single Family,Single Family,,,,
70086,2007,12/05/2007,New Milford,47 VALLEY VIEW LN,174090.0,275000.0,0.633054545,Single Family,Single Family,,,,
70035,2007,02/22/2008,Salisbury,WEATOGUE RD,311560.0,845000.0,0.368710059,,,,,,
70269,2007,05/12/2008,Windsor,728 MATIANUCK AVE,102900.0,175000.0,0.588,Single Family,Single Family,,,,
70020,2007,03/04/2008,Middlebury,13 STEVENS RD,202800.0,374000.0,0.542245989,Single Family,Single Family,,,,
70034,2007,01/09/2008,Somers,71 SPRINGFIELD RD,108990.0,242900.0,0.44870317,Single Family,Single Family,,,,
70164,2007,06/25/2008,Seymour,22 MOUNTAIN RD,3640.0,380000.0,0.009578947,,,17 - Two Towns,OXFORD,,POINT (-73.09243 41.39917)
70937,2007,07/31/2008,Norwalk,125 FAWN RIDGE LN,216020.0,445000.0,0.485438202,Condo,Condo,,,,
70327,2007,02/27/2008,West Hartford,143 HYDE RD,229000.0,420000.0,0.545238095,Single Family,Single Family,,,,
70131,2007,04/07/2008,Watertown,27 HUBBELL AVE,22300.0,309900.0,0.071958696,Single Family,Single Family,07 - Change in Property,,,
70048,2007,12/26/2007,Coventry,305 & 309 BREWSTER ST,329510.0,250000.0,1.31804,Single Family,Single Family,01 - Family,,,
70070,2007,10/31/2007,West Hartford,27 BURGOYNE ST #D,99100.0,140000.0,0.707857143,Condo,Condo,,,,
70519,2007,06/04/2008,Hamden,100 CLIFFORD ST,153160.0,265000.0,0.577962264,Single Family,Single Family,,,,
70474,2007,03/19/2008,Norwalk,83 HIGHLAND AVE,959910.0,715166.0,1.342219848,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
70035,2007,10/31/2007,New Milford,106 GASLIGHT CONDO,98280.0,157075.0,0.625688365,Condo,Condo,,,,
70147,2007,02/06/2008,Windsor,212 SUNNYFIELD DR,40880.0,360680.0,0.113341466,Single Family,Single Family,07 - Change in Property,,,
70009,2007,10/01/2007,Seymour,115 PEARL ST,200690.0,220000.0,0.912227273,Two Family,Two Family,25 - Other,SOLD TO TENANTS,,
70158,2007,05/30/2008,Colchester,425 LINWOOD CEMETERY RD,96500.0,151250.0,0.638016529,Condo,Condo,,,,
70085,2007,11/15/2007,Norwich,150 YANTIC ST #103,31000.0,92000.0,0.336956522,Condo,Condo,,,,
70094,2007,06/30/2008,Killingworth,PAPER MILL RD,113930.0,170000.0,0.670176471,,,,,,
70187,2007,08/18/2008,Coventry,9 HERBERT RD,153580.0,287500.0,0.534191304,Single Family,Single Family,,,,
70241,2007,06/30/2008,East Hampton,33 OLD MIDDLETOWN AVE,137020.0,214000.0,0.640280374,Single Family,Single Family,,,,
70061,2007,04/24/2008,Essex,5 CAROL DR,421700.0,498000.0,0.846787149,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
71035,2007,09/02/2008,New Haven,5 HUBINGER ST,150430.0,256000.0,0.587617188,Single Family,Single Family,,,,
70161,2007,11/30/2007,West Hartford,44 COBBS RD,217700.0,301000.0,0.723255814,Single Family,Single Family,,,,
70376,2007,03/05/2008,West Hartford,176 SOUTH MAIN ST,176100.0,292000.0,0.603082192,Single Family,Single Family,,,,
70149,2007,01/31/2008,Westport,10 HIGHWOOD LN,655400.0,982500.0,0.667073791,Single Family,Single Family,,,,
70028,2007,01/23/2008,Easton,70 CROSSBOW LN,809570.0,1145000.0,0.707048035,Single Family,Single Family,,,,POINT (-73.28359 41.29814)
70075,2007,04/15/2008,North Branford,64 HARRISON ROAD,188930.0,317500.0,0.595055118,Single Family,Single Family,,,,
70407,2007,03/18/2008,West Hartford,68 FULLER DR,190400.0,260000.0,0.732307692,Single Family,Single Family,,,,
70489,2007,06/03/2008,East Hartford,45 MCKEE ST,126760.0,170000.0,0.745647059,Single Family,Single Family,,,,
70002,2007,10/15/2007,Voluntown,65 LAUREL DR,242480.0,330000.0,0.734787879,Single Family,Single Family,,,,
70151,2007,06/10/2008,Old Saybrook,1 BAYBERRY RD,619200.0,930000.0,0.665806452,Single Family,Single Family,,,,
70035,2007,01/02/2008,Thomaston,1739 & 1745 WATERBURY RD,261550.0,275001.0,0.951087451,Single Family,Single Family,25 - Other,SOLD TO NEIGHBOR,,
70046,2007,10/17/2007,Stratford,1031 HUNTINGTON RD.,167860.0,268000.0,0.626343284,Single Family,Single Family,,,,
70001,2007,10/01/2007,Old Saybrook,25 PLUM BANK RD,253700.0,400000.0,0.63425,Single Family,Single Family,,,,
70041,2007,03/26/2008,Washington,WEST MORRIS RD,207080.0,144420.0,1.433873425,Single Family,Single Family,17 - Two Towns,,,
70104,2007,05/14/2008,Mansfield,1008 MIDDLE TPKE,193550.0,298208.0,0.649043621,Single Family,Single Family,17 - Two Towns,,,POINT (-72.23656 41.8352)
70002,2007,10/01/2007,Wolcott,29 COLE DR,333360.0,500000.0,0.66672,Single Family,Single Family,,,,
70131,2007,08/20/2008,Derby,15 SHELTON ST,165900.0,265000.0,0.626037736,Single Family,Single Family,,,,
70758,2007,09/05/2008,Fairfield,33 PANSY CIR,354340.0,400000.0,0.88585,,,06 - Portion of Property,,,
70528,2007,08/26/2008,Wallingford,1A CASSELLA DR,230370.0,355000.0,0.648929577,Single Family,Single Family,,,,
70129,2007,08/07/2008,Portland,5 BIRCH TREE HILL,195790.0,293000.0,0.668225256,Single Family,Single Family,,,,
70128,2007,04/22/2008,Ellington,10 GRASSY HILL RD,76440.0,115000.0,0.664695652,,,,,,
70135,2007,01/25/2008,Windsor,17 RODNEY ST,130830.0,190000.0,0.688578947,Single Family,Single Family,,,,
70032,2007,11/30/2007,Monroe,101 MAIN ST,146510.0,190000.0,0.771105263,Single Family,Single Family,25 - Other,FAILED SEPTIC,,
